iteration,p0_avg_rock,p0_avg_paper,p0_avg_scissors,p1_avg_rock,p1_avg_paper,p1_avg_scissors,p0_best_response,p1_best_response,full_exploitability
313,0.308917,0.334395,0.356688,0.308917,0.334395,0.356688,2,2,2.547771e-02
314,0.307937,0.333333,0.358730,0.307937,0.333333,0.358730,2,2,2.539683e-02
315,0.310127,0.332278,0.357595,0.310127,0.332278,0.357595,0,0,2.531646e-02
316,0.312303,0.331230,0.356467,0.312303,0.331230,0.356467,0,0,2.523659e-02
317,0.314465,0.330189,0.355346,0.314465,0.330189,0.355346,0,0,2.515723e-02
318,0.316614,0.329154,0.354232,0.316614,0.329154,0.354232,0,0,2.507837e-02
319,0.318750,0.328125,0.353125,0.318750,0.328125,0.353125,0,0,2.500000e-02
320,0.320872,0.327103,0.352025,0.320872,0.327103,0.352025,0,0,2.492212e-02
321,0.322981,0.326087,0.350932,0.322981,0.326087,0.350932,0,0,2.484472e-02
322,0.325077,0.325077,0.349845,0.325077,0.325077,0.349845,0,0,2.476780e-02
323,0.327160,0.324074,0.348765,0.327160,0.324074,0.348765,0,0,2.469136e-02
324,0.329231,0.323077,0.347692,0.329231,0.323077,0.347692,0,0,2.461538e-02
325,0.331288,0.322086,0.346626,0.331288,0.322086,0.346626,0,0,2.453988e-02
326,0.333333,0.321101,0.345566,0.333333,0.321101,0.345566,0,0,2.446483e-02
327,0.335366,0.320122,0.344512,0.335366,0.320122,0.344512,0,0,2.439024e-02
328,0.337386,0.319149,0.343465,0.337386,0.319149,0.343465,0,0,2.431611e-02
329,0.339394,0.318182,0.342424,0.339394,0.318182,0.342424,0,0,2.424242e-02
330,0.341390,0.317221,0.341390,0.341390,0.317221,0.341390,0,0,2.416918e-02
331,0.343373,0.316265,0.340361,0.343373,0.316265,0.340361,0,0,2.409639e-02
332,0.345345,0.315315,0.339339,0.345345,0.315315,0.339339,0,0,2.402402e-02
333,0.347305,0.314371,0.338323,0.347305,0.314371,0.338323,0,0,2.395210e-02
334,0.349254,0.313433,0.337313,0.349254,0.313433,0.337313,0,0,2.388060e-02
335,0.351190,0.312500,0.336310,0.351190,0.312500,0.336310,0,0,2.380952e-02
336,0.353116,0.311573,0.335312,0.353116,0.311573,0.335312,0,0,2.373887e-02
337,0.355030,0.310651,0.334320,0.355030,0.310651,0.334320,0,0,2.366864e-02
338,0.356932,0.309735,0.333333,0.356932,0.309735,0.333333,0,0,2.359882e-02
339,0.358824,0.308824,0.332353,0.358824,0.308824,0.332353,0,0,2.647059e-02
340,0.357771,0.310850,0.331378,0.357771,0.310850,0.331378,1,1,2.639296e-02
341,0.356725,0.312865,0.330409,0.356725,0.312865,0.330409,1,1,2.631579e-02
342,0.355685,0.314869,0.329446,0.355685,0.314869,0.329446,1,1,2.623907e-02
343,0.354651,0.316860,0.328488,0.354651,0.316860,0.328488,1,1,2.616279e-02
344,0.353623,0.318841,0.327536,0.353623,0.318841,0.327536,1,1,2.608696e-02
345,0.352601,0.320809,0.326590,0.352601,0.320809,0.326590,1,1,2.601156e-02
346,0.351585,0.322767,0.325648,0.351585,0.322767,0.325648,1,1,2.593660e-02
347,0.350575,0.324713,0.324713,0.350575,0.324713,0.324713,1,1,2.586207e-02
348,0.349570,0.326648,0.323782,0.349570,0.326648,0.323782,1,1,2.578797e-02
349,0.348571,0.328571,0.322857,0.348571,0.328571,0.322857,1,1,2.571429e-02
350,0.347578,0.330484,0.321937,0.347578,0.330484,0.321937,1,1,2.564103e-02
351,0.346591,0.332386,0.321023,0.346591,0.332386,0.321023,1,1,2.556818e-02
352,0.345609,0.334278,0.320113,0.345609,0.334278,0.320113,1,1,2.549575e-02
353,0.344633,0.336158,0.319209,0.344633,0.336158,0.319209,1,1,2.542373e-02
354,0.343662,0.338028,0.318310,0.343662,0.338028,0.318310,1,1,2.535211e-02
355,0.342697,0.339888,0.317416,0.342697,0.339888,0.317416,1,1,2.528090e-02
356,0.341737,0.341737,0.316527,0.341737,0.341737,0.316527,1,1,2.521008e-02
357,0.340782,0.343575,0.315642,0.340782,0.343575,0.315642,1,1,2.513966e-02
358,0.339833,0.345404,0.314763,0.339833,0.345404,0.314763,1,1,2.506964e-02
359,0.338889,0.347222,0.313889,0.338889,0.347222,0.313889,1,1,2.500000e-02
360,0.337950,0.349030,0.313019,0.337950,0.349030,0.313019,1,1,2.493075e-02
361,0.337017,0.350829,0.312155,0.337017,0.350829,0.312155,1,1,2.486188e-02
362,0.336088,0.352617,0.311295,0.336088,0.352617,0.311295,1,1,2.479339e-02
363,0.335165,0.354396,0.310440,0.335165,0.354396,0.310440,1,1,2.472527e-02
364,0.334247,0.356164,0.309589,0.334247,0.356164,0.309589,1,1,2.465753e-02
365,0.333333,0.357923,0.308743,0.333333,0.357923,0.308743,1,1,2.459016e-02
366,0.332425,0.356948,0.310627,0.332425,0.356948,0.310627,2,2,2.452316e-02
367,0.331522,0.355978,0.312500,0.331522,0.355978,0.312500,2,2,2.445652e-02
368,0.330623,0.355014,0.314363,0.330623,0.355014,0.314363,2,2,2.439024e-02
369,0.329730,0.354054,0.316216,0.329730,0.354054,0.316216,2,2,2.432432e-02
370,0.328841,0.353100,0.318059,0.328841,0.353100,0.318059,2,2,2.425876e-02
371,0.327957,0.352151,0.319892,0.327957,0.352151,0.319892,2,2,2.419355e-02
372,0.327078,0.351206,0.321716,0.327078,0.351206,0.321716,2,2,2.412869e-02
373,0.326203,0.350267,0.323529,0.326203,0.350267,0.323529,2,2,2.406417e-02
374,0.325333,0.349333,0.325333,0.325333,0.349333,0.325333,2,2,2.400000e-02
375,0.324468,0.348404,0.327128,0.324468,0.348404,0.327128,2,2,2.393617e-02
376,0.323607,0.347480,0.328912,0.323607,0.347480,0.328912,2,2,2.387268e-02
377,0.322751,0.346561,0.330688,0.322751,0.346561,0.330688,2,2,2.380952e-02
378,0.321900,0.345646,0.332454,0.321900,0.345646,0.332454,2,2,2.374670e-02
379,0.321053,0.344737,0.334211,0.321053,0.344737,0.334211,2,2,2.368421e-02
380,0.320210,0.343832,0.335958,0.320210,0.343832,0.335958,2,2,2.362205e-02
381,0.319372,0.342932,0.337696,0.319372,0.342932,0.337696,2,2,2.356021e-02
382,0.318538,0.342037,0.339426,0.318538,0.342037,0.339426,2,2,2.349869e-02
383,0.317708,0.341146,0.341146,0.317708,0.341146,0.341146,2,2,2.343750e-02
384,0.316883,0.340260,0.342857,0.316883,0.340260,0.342857,2,2,2.337662e-02
385,0.316062,0.339378,0.344560,0.316062,0.339378,0.344560,2,2,2.331606e-02
386,0.315245,0.338501,0.346253,0.315245,0.338501,0.346253,2,2,2.325581e-02
387,0.314433,0.337629,0.347938,0.314433,0.337629,0.347938,2,2,2.319588e-02
388,0.313625,0.336761,0.349614,0.313625,0.336761,0.349614,2,2,2.313625e-02
389,0.312821,0.335897,0.351282,0.312821,0.335897,0.351282,2,2,2.307692e-02
390,0.312020,0.335038,0.352941,0.312020,0.335038,0.352941,2,2,2.301790e-02
391,0.311224,0.334184,0.354592,0.311224,0.334184,0.354592,2,2,2.295918e-02
392,0.310433,0.333333,0.356234,0.310433,0.333333,0.356234,2,2,2.290076e-02
393,0.312183,0.332487,0.355330,0.312183,0.332487,0.355330,0,0,2.284264e-02
394,0.313924,0.331646,0.354430,0.313924,0.331646,0.354430,0,0,2.278481e-02
395,0.315657,0.330808,0.353535,0.315657,0.330808,0.353535,0,0,2.272727e-02
396,0.317380,0.329975,0.352645,0.317380,0.329975,0.352645,0,0,2.267003e-02
397,0.319095,0.329146,0.351759,0.319095,0.329146,0.351759,0,0,2.261307e-02
398,0.320802,0.328321,0.350877,0.320802,0.328321,0.350877,0,0,2.255639e-02
399,0.322500,0.327500,0.350000,0.322500,0.327500,0.350000,0,0,2.250000e-02
400,0.324190,0.326683,0.349127,0.324190,0.326683,0.349127,0,0,2.244389e-02
401,0.325871,0.325871,0.348259,0.325871,0.325871,0.348259,0,0,2.238806e-02
402,0.327543,0.325062,0.347395,0.327543,0.325062,0.347395,0,0,2.233251e-02
403,0.329208,0.324257,0.346535,0.329208,0.324257,0.346535,0,0,2.227723e-02
404,0.330864,0.323457,0.345679,0.330864,0.323457,0.345679,0,0,2.222222e-02
405,0.332512,0.322660,0.344828,0.332512,0.322660,0.344828,0,0,2.216749e-02
406,0.334152,0.321867,0.343980,0.334152,0.321867,0.343980,0,0,2.211302e-02
407,0.335784,0.321078,0.343137,0.335784,0.321078,0.343137,0,0,2.205882e-02
408,0.337408,0.320293,0.342298,0.337408,0.320293,0.342298,0,0,2.200489e-02
409,0.339024,0.319512,0.341463,0.339024,0.319512,0.341463,0,0,2.195122e-02
410,0.340633,0.318735,0.340633,0.340633,0.318735,0.340633,0,0,2.189781e-02
411,0.342233,0.317961,0.339806,0.342233,0.317961,0.339806,0,0,2.184466e-02
412,0.343826,0.317191,0.338983,0.343826,0.317191,0.338983,0,0,2.179177e-02
413,0.345411,0.316425,0.338164,0.345411,0.316425,0.338164,0,0,2.173913e-02
414,0.346988,0.315663,0.337349,0.346988,0.315663,0.337349,0,0,2.168675e-02
415,0.348558,0.314904,0.336538,0.348558,0.314904,0.336538,0,0,2.163462e-02
416,0.350120,0.314149,0.335731,0.350120,0.314149,0.335731,0,0,2.158273e-02
417,0.351675,0.313397,0.334928,0.351675,0.313397,0.334928,0,0,2.153110e-02
418,0.353222,0.312649,0.334129,0.353222,0.312649,0.334129,0,0,2.147971e-02
419,0.354762,0.311905,0.333333,0.354762,0.311905,0.333333,0,0,2.142857e-02
420,0.353919,0.313539,0.332542,0.353919,0.313539,0.332542,1,1,2.137767e-02
421,0.353081,0.315166,0.331754,0.353081,0.315166,0.331754,1,1,2.132701e-02
422,0.352246,0.316785,0.330969,0.352246,0.316785,0.330969,1,1,2.127660e-02
423,0.351415,0.318396,0.330189,0.351415,0.318396,0.330189,1,1,2.122642e-02
424,0.350588,0.320000,0.329412,0.350588,0.320000,0.329412,1,1,2.117647e-02
425,0.349765,0.321596,0.328638,0.349765,0.321596,0.328638,1,1,2.112676e-02
426,0.348946,0.323185,0.327869,0.348946,0.323185,0.327869,1,1,2.107728e-02
427,0.348131,0.324766,0.327103,0.348131,0.324766,0.327103,1,1,2.102804e-02
428,0.347319,0.326340,0.326340,0.347319,0.326340,0.326340,1,1,2.097902e-02
429,0.346512,0.327907,0.325581,0.346512,0.327907,0.325581,1,1,2.093023e-02
430,0.345708,0.329466,0.324826,0.345708,0.329466,0.324826,1,1,2.088167e-02
431,0.344907,0.331019,0.324074,0.344907,0.331019,0.324074,1,1,2.083333e-02
432,0.344111,0.332564,0.323326,0.344111,0.332564,0.323326,1,1,2.078522e-02
433,0.343318,0.334101,0.322581,0.343318,0.334101,0.322581,1,1,2.073733e-02
434,0.342529,0.335632,0.321839,0.342529,0.335632,0.321839,1,1,2.068966e-02
435,0.341743,0.337156,0.321101,0.341743,0.337156,0.321101,1,1,2.064220e-02
436,0.340961,0.338673,0.320366,0.340961,0.338673,0.320366,1,1,2.059497e-02
437,0.340183,0.340183,0.319635,0.340183,0.340183,0.319635,1,1,2.054795e-02
438,0.339408,0.341686,0.318907,0.339408,0.341686,0.318907,1,1,2.050114e-02
439,0.338636,0.343182,0.318182,0.338636,0.343182,0.318182,1,1,2.045455e-02
440,0.337868,0.344671,0.317460,0.337868,0.344671,0.317460,1,1,2.040816e-02
441,0.337104,0.346154,0.316742,0.337104,0.346154,0.316742,1,1,2.036199e-02
442,0.336343,0.347630,0.316027,0.336343,0.347630,0.316027,1,1,2.031603e-02
443,0.335586,0.349099,0.315315,0.335586,0.349099,0.315315,1,1,2.027027e-02
444,0.334831,0.350562,0.314607,0.334831,0.350562,0.314607,1,1,2.022472e-02
445,0.334081,0.352018,0.313901,0.334081,0.352018,0.313901,1,1,2.017937e-02
446,0.333333,0.353468,0.313199,0.333333,0.353468,0.313199,1,1,2.013423e-02
447,0.332589,0.352679,0.314732,0.332589,0.352679,0.314732,2,2,2.008929e-02
448,0.331849,0.351893,0.316258,0.331849,0.351893,0.316258,2,2,2.004454e-02
449,0.331111,0.351111,0.317778,0.331111,0.351111,0.317778,2,2,2.000000e-02
450,0.330377,0.350333,0.319290,0.330377,0.350333,0.319290,2,2,1.995565e-02
451,0.329646,0.349558,0.320796,0.329646,0.349558,0.320796,2,2,1.991150e-02
452,0.328918,0.348786,0.322296,0.328918,0.348786,0.322296,2,2,1.986755e-02
453,0.328194,0.348018,0.323789,0.328194,0.348018,0.323789,2,2,1.982379e-02
454,0.327473,0.347253,0.325275,0.327473,0.347253,0.325275,2,2,1.978022e-02
455,0.326754,0.346491,0.326754,0.326754,0.346491,0.326754,2,2,1.973684e-02
456,0.326039,0.345733,0.328228,0.326039,0.345733,0.328228,2,2,1.969365e-02
457,0.325328,0.344978,0.329694,0.325328,0.344978,0.329694,2,2,1.965066e-02
458,0.324619,0.344227,0.331155,0.324619,0.344227,0.331155,2,2,1.960784e-02
459,0.323913,0.343478,0.332609,0.323913,0.343478,0.332609,2,2,1.956522e-02
460,0.323210,0.342733,0.334056,0.323210,0.342733,0.334056,2,2,1.952278e-02
461,0.322511,0.341991,0.335498,0.322511,0.341991,0.335498,2,2,1.948052e-02
462,0.321814,0.341253,0.336933,0.321814,0.341253,0.336933,2,2,1.943844e-02
463,0.321121,0.340517,0.338362,0.321121,0.340517,0.338362,2,2,1.939655e-02
464,0.320430,0.339785,0.339785,0.320430,0.339785,0.339785,2,2,1.935484e-02
465,0.319742,0.339056,0.341202,0.319742,0.339056,0.341202,2,2,1.931330e-02
466,0.319058,0.338330,0.342612,0.319058,0.338330,0.342612,2,2,1.927195e-02
467,0.318376,0.337607,0.344017,0.318376,0.337607,0.344017,2,2,1.923077e-02
468,0.317697,0.336887,0.345416,0.317697,0.336887,0.345416,2,2,1.918977e-02
469,0.317021,0.336170,0.346809,0.317021,0.336170,0.346809,2,2,1.914894e-02
470,0.316348,0.335456,0.348195,0.316348,0.335456,0.348195,2,2,1.910828e-02
471,0.315678,0.334746,0.349576,0.315678,0.334746,0.349576,2,2,1.906780e-02
472,0.315011,0.334038,0.350951,0.315011,0.334038,0.350951,2,2,1.902748e-02
473,0.314346,0.333333,0.352321,0.314346,0.333333,0.352321,2,2,1.898734e-02
474,0.315789,0.332632,0.351579,0.315789,0.332632,0.351579,0,0,1.894737e-02
475,0.317227,0.331933,0.350840,0.317227,0.331933,0.350840,0,0,1.890756e-02
476,0.318658,0.331237,0.350105,0.318658,0.331237,0.350105,0,0,1.886792e-02
477,0.320084,0.330544,0.349372,0.320084,0.330544,0.349372,0,0,1.882845e-02
478,0.321503,0.329854,0.348643,0.321503,0.329854,0.348643,0,0,1.878914e-02
479,0.322917,0.329167,0.347917,0.322917,0.329167,0.347917,0,0,1.875000e-02
480,0.324324,0.328482,0.347193,0.324324,0.328482,0.347193,0,0,1.871102e-02
481,0.325726,0.327801,0.346473,0.325726,0.327801,0.346473,0,0,1.867220e-02
482,0.327122,0.327122,0.345756,0.327122,0.327122,0.345756,0,0,1.863354e-02
483,0.328512,0.326446,0.345041,0.328512,0.326446,0.345041,0,0,1.859504e-02
484,0.329897,0.325773,0.344330,0.329897,0.325773,0.344330,0,0,1.855670e-02
485,0.331276,0.325103,0.343621,0.331276,0.325103,0.343621,0,0,1.851852e-02
486,0.332649,0.324435,0.342916,0.332649,0.324435,0.342916,0,0,1.848049e-02
487,0.334016,0.323770,0.342213,0.334016,0.323770,0.342213,0,0,1.844262e-02
488,0.335378,0.323108,0.341513,0.335378,0.323108,0.341513,0,0,1.840491e-02
489,0.336735,0.322449,0.340816,0.336735,0.322449,0.340816,0,0,1.836735e-02
490,0.338086,0.321792,0.340122,0.338086,0.321792,0.340122,0,0,1.832994e-02
491,0.339431,0.321138,0.339431,0.339431,0.321138,0.339431,0,0,1.829268e-02
492,0.340771,0.320487,0.338742,0.340771,0.320487,0.338742,0,0,1.825558e-02
493,0.342105,0.319838,0.338057,0.342105,0.319838,0.338057,0,0,1.821862e-02
494,0.343434,0.319192,0.337374,0.343434,0.319192,0.337374,0,0,1.818182e-02
495,0.344758,0.318548,0.336694,0.344758,0.318548,0.336694,0,0,1.814516e-02
496,0.346076,0.317907,0.336016,0.346076,0.317907,0.336016,0,0,1.810865e-02
497,0.347390,0.317269,0.335341,0.347390,0.317269,0.335341,0,0,1.807229e-02
498,0.348697,0.316633,0.334669,0.348697,0.316633,0.334669,0,0,1.803607e-02
499,0.350000,0.316000,0.334000,0.350000,0.316000,0.334000,0,0,1.800000e-02
500,0.351297,0.315369,0.333333,0.351297,0.315369,0.333333,0,0,1.796407e-02
501,0.350598,0.316733,0.332669,0.350598,0.316733,0.332669,1,1,1.792829e-02
502,0.349901,0.318091,0.332008,0.349901,0.318091,0.332008,1,1,1.789264e-02
503,0.349206,0.319444,0.331349,0.349206,0.319444,0.331349,1,1,1.785714e-02
504,0.348515,0.320792,0.330693,0.348515,0.320792,0.330693,1,1,1.782178e-02
505,0.347826,0.322134,0.330040,0.347826,0.322134,0.330040,1,1,1.778656e-02
506,0.347140,0.323471,0.329389,0.347140,0.323471,0.329389,1,1,1.775148e-02
507,0.346457,0.324803,0.328740,0.346457,0.324803,0.328740,1,1,1.771654e-02
508,0.345776,0.326130,0.328094,0.345776,0.326130,0.328094,1,1,1.768173e-02
509,0.345098,0.327451,0.327451,0.345098,0.327451,0.327451,1,1,1.764706e-02
510,0.344423,0.328767,0.326810,0.344423,0.328767,0.326810,1,1,1.761252e-02
511,0.343750,0.330078,0.326172,0.343750,0.330078,0.326172,1,1,1.757812e-02
512,0.343080,0.331384,0.325536,0.343080,0.331384,0.325536,1,1,1.754386e-02
513,0.342412,0.332685,0.324903,0.342412,0.332685,0.324903,1,1,1.750973e-02
514,0.341748,0.333981,0.324272,0.341748,0.333981,0.324272,1,1,1.747573e-02
515,0.341085,0.335271,0.323643,0.341085,0.335271,0.323643,1,1,1.744186e-02
516,0.340426,0.336557,0.323017,0.340426,0.336557,0.323017,1,1,1.740812e-02
517,0.339768,0.337838,0.322394,0.339768,0.337838,0.322394,1,1,1.737452e-02
518,0.339114,0.339114,0.321773,0.339114,0.339114,0.321773,1,1,1.734104e-02
519,0.338462,0.340385,0.321154,0.338462,0.340385,0.321154,1,1,1.730769e-02
520,0.337812,0.341651,0.320537,0.337812,0.341651,0.320537,1,1,1.727447e-02
521,0.337165,0.342912,0.319923,0.337165,0.342912,0.319923,1,1,1.724138e-02
522,0.336520,0.344168,0.319312,0.336520,0.344168,0.319312,1,1,1.720841e-02
523,0.335878,0.345420,0.318702,0.335878,0.345420,0.318702,1,1,1.717557e-02
524,0.335238,0.346667,0.318095,0.335238,0.346667,0.318095,1,1,1.714286e-02
525,0.334601,0.347909,0.317490,0.334601,0.347909,0.317490,1,1,1.711027e-02
526,0.333966,0.349146,0.316888,0.333966,0.349146,0.316888,1,1,1.707780e-02
527,0.333333,0.350379,0.316288,0.333333,0.350379,0.316288,1,1,1.704545e-02
528,0.332703,0.349716,0.317580,0.332703,0.349716,0.317580,2,2,1.701323e-02
529,0.332075,0.349057,0.318868,0.332075,0.349057,0.318868,2,2,1.698113e-02
530,0.331450,0.348399,0.320151,0.331450,0.348399,0.320151,2,2,1.694915e-02
531,0.330827,0.347744,0.321429,0.330827,0.347744,0.321429,2,2,1.691729e-02
532,0.330206,0.347092,0.322702,0.330206,0.347092,0.322702,2,2,1.688555e-02
533,0.329588,0.346442,0.323970,0.329588,0.346442,0.323970,2,2,1.685393e-02
534,0.328972,0.345794,0.325234,0.328972,0.345794,0.325234,2,2,1.682243e-02
535,0.328358,0.345149,0.326493,0.328358,0.345149,0.326493,2,2,1.679104e-02
536,0.327747,0.344507,0.327747,0.327747,0.344507,0.327747,2,2,1.675978e-02
537,0.327138,0.343866,0.328996,0.327138,0.343866,0.328996,2,2,1.672862e-02
538,0.326531,0.343228,0.330241,0.326531,0.343228,0.330241,2,2,1.669759e-02
539,0.325926,0.342593,0.331481,0.325926,0.342593,0.331481,2,2,1.666667e-02
540,0.325323,0.341959,0.332717,0.325323,0.341959,0.332717,2,2,1.663586e-02
541,0.324723,0.341328,0.333948,0.324723,0.341328,0.333948,2,2,1.660517e-02
542,0.324125,0.340700,0.335175,0.324125,0.340700,0.335175,2,2,1.657459e-02
543,0.323529,0.340074,0.336397,0.323529,0.340074,0.336397,2,2,1.654412e-02
544,0.322936,0.339450,0.337615,0.322936,0.339450,0.337615,2,2,1.651376e-02
545,0.322344,0.338828,0.338828,0.322344,0.338828,0.338828,2,2,1.648352e-02
546,0.321755,0.338208,0.340037,0.321755,0.338208,0.340037,2,2,1.645338e-02
547,0.321168,0.337591,0.341241,0.321168,0.337591,0.341241,2,2,1.642336e-02
548,0.320583,0.336976,0.342441,0.320583,0.336976,0.342441,2,2,1.639344e-02
549,0.320000,0.336364,0.343636,0.320000,0.336364,0.343636,2,2,1.636364e-02
550,0.319419,0.335753,0.344828,0.319419,0.335753,0.344828,2,2,1.633394e-02
551,0.318841,0.335145,0.346014,0.318841,0.335145,0.346014,2,2,1.630435e-02
552,0.318264,0.334539,0.347197,0.318264,0.334539,0.347197,2,2,1.627486e-02
553,0.317690,0.333935,0.348375,0.317690,0.333935,0.348375,2,2,1.624549e-02
554,0.317117,0.333333,0.349550,0.317117,0.333333,0.349550,2,2,1.621622e-02
555,0.318345,0.332734,0.348921,0.318345,0.332734,0.348921,0,0,1.618705e-02
556,0.319569,0.332136,0.348294,0.319569,0.332136,0.348294,0,0,1.615799e-02
557,0.320789,0.331541,0.347670,0.320789,0.331541,0.347670,0,0,1.612903e-02
558,0.322004,0.330948,0.347048,0.322004,0.330948,0.347048,0,0,1.610018e-02
559,0.323214,0.330357,0.346429,0.323214,0.330357,0.346429,0,0,1.607143e-02
560,0.324421,0.329768,0.345811,0.324421,0.329768,0.345811,0,0,1.604278e-02
561,0.325623,0.329181,0.345196,0.325623,0.329181,0.345196,0,0,1.601423e-02
562,0.326821,0.328597,0.344583,0.326821,0.328597,0.344583,0,0,1.598579e-02
563,0.328014,0.328014,0.343972,0.328014,0.328014,0.343972,0,0,1.595745e-02
564,0.329204,0.327434,0.343363,0.329204,0.327434,0.343363,0,0,1.592920e-02
565,0.330389,0.326855,0.342756,0.330389,0.326855,0.342756,0,0,1.590106e-02
566,0.331570,0.326279,0.342152,0.331570,0.326279,0.342152,0,0,1.587302e-02
567,0.332746,0.325704,0.341549,0.332746,0.325704,0.341549,0,0,1.584507e-02
568,0.333919,0.325132,0.340949,0.333919,0.325132,0.340949,0,0,1.581722e-02
569,0.335088,0.324561,0.340351,0.335088,0.324561,0.340351,0,0,1.578947e-02
570,0.336252,0.323993,0.339755,0.336252,0.323993,0.339755,0,0,1.576182e-02
571,0.337413,0.323427,0.339161,0.337413,0.323427,0.339161,0,0,1.573427e-02
572,0.338569,0.322862,0.338569,0.338569,0.322862,0.338569,0,0,1.570681e-02
573,0.339721,0.322300,0.337979,0.339721,0.322300,0.337979,0,0,1.567944e-02
574,0.340870,0.321739,0.337391,0.340870,0.321739,0.337391,0,0,1.565217e-02
575,0.342014,0.321181,0.336806,0.342014,0.321181,0.336806,0,0,1.562500e-02
576,0.343154,0.320624,0.336222,0.343154,0.320624,0.336222,0,0,1.559792e-02
577,0.344291,0.320069,0.335640,0.344291,0.320069,0.335640,0,0,1.557093e-02
578,0.345423,0.319516,0.335060,0.345423,0.319516,0.335060,0,0,1.554404e-02
579,0.346552,0.318966,0.334483,0.346552,0.318966,0.334483,0,0,1.551724e-02
580,0.347676,0.318417,0.333907,0.347676,0.318417,0.333907,0,0,1.549053e-02
581,0.348797,0.317869,0.333333,0.348797,0.317869,0.333333,0,0,1.546392e-02
582,0.349914,0.317324,0.332762,0.349914,0.317324,0.332762,0,0,1.715266e-02
583,0.349315,0.318493,0.332192,0.349315,0.318493,0.332192,1,1,1.712329e-02
584,0.348718,0.319658,0.331624,0.348718,0.319658,0.331624,1,1,1.709402e-02
585,0.348123,0.320819,0.331058,0.348123,0.320819,0.331058,1,1,1.706485e-02
586,0.347530,0.321976,0.330494,0.347530,0.321976,0.330494,1,1,1.703578e-02
587,0.346939,0.323129,0.329932,0.346939,0.323129,0.329932,1,1,1.700680e-02
588,0.346350,0.324278,0.329372,0.346350,0.324278,0.329372,1,1,1.697793e-02
589,0.345763,0.325424,0.328814,0.345763,0.325424,0.328814,1,1,1.694915e-02
590,0.345178,0.326565,0.328257,0.345178,0.326565,0.328257,1,1,1.692047e-02
591,0.344595,0.327703,0.327703,0.344595,0.327703,0.327703,1,1,1.689189e-02
592,0.344013,0.328836,0.327150,0.344013,0.328836,0.327150,1,1,1.686341e-02
593,0.343434,0.329966,0.326599,0.343434,0.329966,0.326599,1,1,1.683502e-02
594,0.342857,0.331092,0.326050,0.342857,0.331092,0.326050,1,1,1.680672e-02
595,0.342282,0.332215,0.325503,0.342282,0.332215,0.325503,1,1,1.677852e-02
596,0.341709,0.333333,0.324958,0.341709,0.333333,0.324958,1,1,1.675042e-02
597,0.341137,0.334448,0.324415,0.341137,0.334448,0.324415,1,1,1.672241e-02
598,0.340568,0.335559,0.323873,0.340568,0.335559,0.323873,1,1,1.669449e-02
599,0.340000,0.336667,0.323333,0.340000,0.336667,0.323333,1,1,1.666667e-02
600,0.339434,0.337770,0.322795,0.339434,0.337770,0.322795,1,1,1.663894e-02
