iteration,p0_a1,p0_a2,p0_a3,p1_a1,p1_a2,p1_a3,br_p0,br_p1,full_exploitability
334,0.202381,0.461310,0.336310,0.130952,0.306548,0.562500,2,2,0.150577
335,0.201780,0.459941,0.338279,0.130564,0.305638,0.563798,2,2,0.150472
336,0.201183,0.458580,0.340237,0.130178,0.304734,0.565089,2,2,0.150367
337,0.200590,0.457227,0.342183,0.129794,0.303835,0.566372,2,2,0.150260
338,0.200000,0.455882,0.344118,0.129412,0.302941,0.567647,2,2,0.150151
339,0.199413,0.454545,0.346041,0.129032,0.302053,0.568915,2,2,0.150042
340,0.198830,0.453216,0.347953,0.128655,0.301170,0.570175,2,2,0.149931
341,0.198251,0.451895,0.349854,0.128280,0.300292,0.571429,2,2,0.149819
342,0.197674,0.450581,0.351744,0.127907,0.299419,0.572674,2,2,0.149705
343,0.197101,0.449275,0.353623,0.127536,0.298551,0.573913,2,2,0.149590
344,0.196532,0.447977,0.355491,0.127168,0.297688,0.575145,2,2,0.149475
345,0.195965,0.446686,0.357349,0.126801,0.296830,0.576369,2,2,0.149358
346,0.195402,0.445402,0.359195,0.126437,0.295977,0.577586,2,2,0.149239
347,0.194842,0.444126,0.361032,0.126074,0.295129,0.578797,2,2,0.149120
348,0.194286,0.442857,0.362857,0.125714,0.294286,0.580000,2,2,0.149000
349,0.193732,0.441595,0.364672,0.125356,0.293447,0.581197,2,2,0.148879
350,0.193182,0.440341,0.366477,0.125000,0.292614,0.582386,2,2,0.148756
351,0.192635,0.439093,0.368272,0.124646,0.291785,0.583569,2,2,0.148633
352,0.192090,0.437853,0.370056,0.124294,0.290960,0.584746,2,2,0.148509
353,0.191549,0.436620,0.371831,0.123944,0.290141,0.585915,2,2,0.148383
354,0.191011,0.435393,0.373596,0.123596,0.289326,0.587079,2,2,0.148257
355,0.190476,0.434174,0.375350,0.123249,0.288515,0.588235,2,2,0.148130
356,0.189944,0.432961,0.377095,0.122905,0.287709,0.589385,2,2,0.148002
357,0.189415,0.431755,0.378830,0.122563,0.286908,0.590529,2,2,0.147873
358,0.188889,0.430556,0.380556,0.122222,0.286111,0.591667,2,2,0.147743
359,0.188366,0.429363,0.382271,0.121884,0.285319,0.592798,2,2,0.147612
360,0.187845,0.428177,0.383978,0.121547,0.284530,0.593923,2,2,0.147481
361,0.187328,0.426997,0.385675,0.121212,0.283747,0.595041,2,2,0.147349
362,0.186813,0.425824,0.387363,0.120879,0.282967,0.596154,2,2,0.147216
363,0.186301,0.424658,0.389041,0.120548,0.282192,0.597260,2,2,0.147082
364,0.185792,0.423497,0.390710,0.120219,0.281421,0.598361,2,2,0.146948
365,0.185286,0.422343,0.392371,0.119891,0.280654,0.599455,2,2,0.146812
366,0.184783,0.421196,0.394022,0.119565,0.279891,0.600543,2,2,0.146676
367,0.184282,0.420054,0.395664,0.119241,0.279133,0.601626,2,2,0.146540
368,0.183784,0.418919,0.397297,0.118919,0.278378,0.602703,2,2,0.146402
369,0.183288,0.417790,0.398922,0.118598,0.277628,0.603774,2,2,0.146265
370,0.182796,0.416667,0.400538,0.118280,0.276882,0.604839,2,2,0.146126
371,0.182306,0.415550,0.402145,0.117962,0.276139,0.605898,2,2,0.145987
372,0.181818,0.414439,0.403743,0.117647,0.275401,0.606952,2,2,0.145847
373,0.181333,0.413333,0.405333,0.117333,0.274667,0.608000,2,2,0.145707
374,0.180851,0.412234,0.406915,0.117021,0.273936,0.609043,2,2,0.145566
375,0.180371,0.411141,0.408488,0.116711,0.273210,0.610080,2,2,0.145424
376,0.179894,0.410053,0.410053,0.116402,0.272487,0.611111,2,2,0.145282
377,0.179420,0.408971,0.411609,0.118734,0.271768,0.609499,2,0,0.145442
378,0.178947,0.407895,0.413158,0.121053,0.271053,0.607895,2,0,0.145599
379,0.178478,0.406824,0.414698,0.123360,0.270341,0.606299,2,0,0.145752
380,0.178010,0.405759,0.416230,0.125654,0.269634,0.604712,2,0,0.145901
381,0.177546,0.404700,0.417755,0.127937,0.268930,0.603133,2,0,0.146047
382,0.177083,0.403646,0.419271,0.130208,0.268229,0.601562,2,0,0.146189
383,0.176623,0.402597,0.420779,0.132468,0.267532,0.600000,2,0,0.146328
384,0.176166,0.401554,0.422280,0.134715,0.266839,0.598446,2,0,0.146464
385,0.175711,0.400517,0.423773,0.136951,0.266150,0.596899,2,0,0.146596
386,0.175258,0.399485,0.425258,0.139175,0.265464,0.595361,2,0,0.146725
387,0.174807,0.398458,0.426735,0.141388,0.264781,0.593830,2,0,0.146850
388,0.174359,0.397436,0.428205,0.143590,0.264103,0.592308,2,0,0.146972
389,0.173913,0.396419,0.429668,0.145780,0.263427,0.590793,2,0,0.147092
390,0.173469,0.395408,0.431122,0.147959,0.262755,0.589286,2,0,0.147208
391,0.173028,0.394402,0.432570,0.150127,0.262087,0.587786,2,0,0.147320
392,0.172589,0.393401,0.434010,0.152284,0.261421,0.586294,2,0,0.147430
393,0.172152,0.392405,0.435443,0.154430,0.260759,0.584810,2,0,0.147537
394,0.171717,0.391414,0.436869,0.156566,0.260101,0.583333,2,0,0.147641
395,0.171285,0.390428,0.438287,0.158690,0.259446,0.581864,2,0,0.147742
396,0.170854,0.389447,0.439698,0.160804,0.258794,0.580402,2,0,0.147840
397,0.170426,0.388471,0.441103,0.162907,0.258145,0.578947,2,0,0.147936
398,0.170000,0.387500,0.442500,0.165000,0.257500,0.577500,2,0,0.148028
399,0.169576,0.386534,0.443890,0.167082,0.256858,0.576060,2,0,0.148118
400,0.169154,0.385572,0.445274,0.169154,0.256219,0.574627,2,0,0.148205
401,0.168734,0.384615,0.446650,0.171216,0.255583,0.573201,2,0,0.148289
402,0.168317,0.383663,0.448020,0.173267,0.254950,0.571782,2,0,0.148371
403,0.167901,0.382716,0.449383,0.175309,0.254321,0.570370,2,0,0.148450
404,0.167488,0.381773,0.450739,0.177340,0.253695,0.568966,2,0,0.148526
405,0.167076,0.380835,0.452088,0.179361,0.253071,0.567568,2,0,0.148600
406,0.166667,0.379902,0.453431,0.181373,0.252451,0.566176,2,0,0.148672
407,0.166259,0.378973,0.454768,0.183374,0.251834,0.564792,2,0,0.148741
408,0.165854,0.378049,0.456098,0.185366,0.251220,0.563415,2,0,0.148807
409,0.165450,0.377129,0.457421,0.187348,0.250608,0.562044,2,0,0.148871
410,0.165049,0.376214,0.458738,0.189320,0.250000,0.560680,2,0,0.148933
411,0.164649,0.375303,0.460048,0.191283,0.249395,0.559322,2,0,0.148992
412,0.164251,0.374396,0.461353,0.193237,0.248792,0.557971,2,0,0.149050
413,0.163855,0.373494,0.462651,0.195181,0.248193,0.556627,2,0,0.149104
414,0.163462,0.372596,0.463942,0.197115,0.247596,0.555288,2,0,0.149157
415,0.163070,0.371703,0.465228,0.199041,0.247002,0.553957,2,0,0.149207
416,0.162679,0.370813,0.466507,0.200957,0.246411,0.552632,2,0,0.149255
417,0.162291,0.369928,0.467780,0.202864,0.245823,0.551313,2,0,0.149301
418,0.161905,0.369048,0.469048,0.204762,0.245238,0.550000,2,0,0.149345
419,0.161520,0.368171,0.470309,0.206651,0.244656,0.548694,2,0,0.149387
420,0.161137,0.367299,0.471564,0.208531,0.244076,0.547393,2,0,0.149427
421,0.160757,0.366430,0.472813,0.210402,0.243499,0.546099,2,0,0.149464
422,0.160377,0.365566,0.474057,0.212264,0.242925,0.544811,2,0,0.149500
423,0.160000,0.364706,0.475294,0.214118,0.242353,0.543529,2,0,0.149534
424,0.159624,0.363850,0.476526,0.215962,0.241784,0.542254,2,0,0.149565
425,0.159251,0.362998,0.477752,0.217799,0.241218,0.540984,2,0,0.149595
426,0.158879,0.362150,0.478972,0.219626,0.240654,0.539720,2,0,0.149623
427,0.158508,0.361305,0.480186,0.221445,0.240093,0.538462,2,0,0.149649
428,0.158140,0.360465,0.481395,0.223256,0.239535,0.537209,2,0,0.149673
429,0.157773,0.359629,0.482599,0.225058,0.238979,0.535963,2,0,0.149695
430,0.157407,0.358796,0.483796,0.226852,0.238426,0.534722,2,0,0.149715
431,0.157044,0.357968,0.484988,0.228637,0.237875,0.533487,2,0,0.149734
432,0.156682,0.357143,0.486175,0.230415,0.237327,0.532258,2,0,0.149751
433,0.156322,0.356322,0.487356,0.232184,0.236782,0.531034,2,0,0.149766
434,0.155963,0.355505,0.488532,0.233945,0.236239,0.529817,2,0,0.149780
435,0.155606,0.354691,0.489703,0.235698,0.235698,0.528604,2,0,0.149791
436,0.155251,0.353881,0.490868,0.237443,0.235160,0.527397,2,0,0.149801
437,0.154897,0.353075,0.492027,0.239180,0.234624,0.526196,2,0,0.149810
438,0.154545,0.352273,0.493182,0.240909,0.234091,0.525000,2,0,0.149817
439,0.154195,0.351474,0.494331,0.242630,0.233560,0.523810,2,0,0.149822
440,0.153846,0.350679,0.495475,0.244344,0.233032,0.522624,2,0,0.149825
441,0.153499,0.349887,0.496614,0.246050,0.232506,0.521445,2,0,0.149828
442,0.153153,0.349099,0.497748,0.247748,0.231982,0.520270,2,0,0.149828
443,0.152809,0.348315,0.498876,0.249438,0.231461,0.519101,2,0,0.149827
444,0.152466,0.347534,0.500000,0.251121,0.230942,0.517937,2,0,0.149825
445,0.152125,0.346756,0.501119,0.252796,0.230425,0.516779,2,0,0.149821
446,0.151786,0.345982,0.502232,0.254464,0.229911,0.515625,2,0,0.149815
447,0.151448,0.345212,0.503341,0.256125,0.229399,0.514477,2,0,0.149808
448,0.151111,0.344444,0.504444,0.257778,0.228889,0.513333,2,0,0.149800
449,0.150776,0.343681,0.505543,0.259424,0.228381,0.512195,2,0,0.149790
450,0.150442,0.342920,0.506637,0.261062,0.227876,0.511062,2,0,0.149779
451,0.150110,0.342163,0.507726,0.262693,0.227373,0.509934,2,0,0.149767
452,0.149780,0.341410,0.508811,0.264317,0.226872,0.508811,2,0,0.149753
453,0.149451,0.340659,0.509890,0.265934,0.226374,0.507692,2,0,0.149738
454,0.149123,0.339912,0.510965,0.267544,0.225877,0.506579,2,0,0.149722
455,0.148796,0.339168,0.512035,0.269147,0.225383,0.505470,2,0,0.149704
456,0.148472,0.338428,0.513100,0.270742,0.224891,0.504367,2,0,0.149685
457,0.148148,0.337691,0.514161,0.272331,0.224401,0.503268,2,0,0.149665
458,0.147826,0.336957,0.515217,0.273913,0.223913,0.502174,2,0,0.149643
459,0.147505,0.336226,0.516269,0.275488,0.223427,0.501085,2,0,0.149621
460,0.147186,0.335498,0.517316,0.277056,0.222944,0.500000,2,0,0.149597
461,0.146868,0.334773,0.518359,0.278618,0.222462,0.498920,2,0,0.149572
462,0.146552,0.334052,0.519397,0.280172,0.221983,0.497845,2,0,0.149545
463,0.146237,0.333333,0.520430,0.281720,0.221505,0.496774,2,0,0.149518
464,0.145923,0.332618,0.521459,0.283262,0.221030,0.495708,2,0,0.149489
465,0.145610,0.331906,0.522484,0.284797,0.220557,0.494647,2,0,0.149460
466,0.145299,0.331197,0.523504,0.286325,0.220085,0.493590,2,0,0.149429
467,0.144989,0.330490,0.524520,0.287846,0.219616,0.492537,2,0,0.149397
468,0.144681,0.329787,0.525532,0.289362,0.219149,0.491489,2,0,0.149364
469,0.144374,0.329087,0.526539,0.290870,0.218684,0.490446,2,0,0.149330
470,0.144068,0.328390,0.527542,0.292373,0.218220,0.489407,2,0,0.149295
471,0.143763,0.327696,0.528541,0.293869,0.217759,0.488372,2,0,0.149259
472,0.143460,0.327004,0.529536,0.295359,0.217300,0.487342,2,0,0.149222
473,0.143158,0.326316,0.530526,0.296842,0.216842,0.486316,2,0,0.149183
474,0.142857,0.325630,0.531513,0.298319,0.216387,0.485294,2,0,0.149144
475,0.142558,0.324948,0.532495,0.299790,0.215933,0.484277,2,0,0.149104
476,0.142259,0.324268,0.533473,0.301255,0.215481,0.483264,2,0,0.149063
477,0.141962,0.323591,0.534447,0.302714,0.215031,0.482255,2,0,0.149021
478,0.141667,0.322917,0.535417,0.304167,0.214583,0.481250,2,0,0.148978
479,0.141372,0.322245,0.536383,0.305613,0.214137,0.480249,2,0,0.148934
480,0.141079,0.321577,0.537344,0.307054,0.213693,0.479253,2,0,0.148889
481,0.140787,0.320911,0.538302,0.308489,0.213251,0.478261,2,0,0.148843
482,0.140496,0.320248,0.539256,0.309917,0.212810,0.477273,2,0,0.148797
483,0.140206,0.319588,0.540206,0.311340,0.212371,0.476289,2,0,0.148749
484,0.139918,0.318930,0.541152,0.312757,0.211934,0.475309,2,0,0.148701
485,0.139630,0.318275,0.542094,0.314168,0.211499,0.474333,2,0,0.148651
486,0.139344,0.317623,0.543033,0.315574,0.211066,0.473361,2,0,0.148601
487,0.139059,0.316973,0.543967,0.316973,0.210634,0.472393,2,0,0.148550
488,0.138776,0.316327,0.544898,0.318367,0.210204,0.471429,2,0,0.148499
489,0.138493,0.315682,0.545825,0.319756,0.209776,0.470468,2,0,0.148446
490,0.138211,0.315041,0.546748,0.321138,0.209350,0.469512,2,0,0.148393
491,0.137931,0.314402,0.547667,0.322515,0.208925,0.468560,2,0,0.148338
492,0.137652,0.313765,0.548583,0.323887,0.208502,0.467611,2,0,0.148283
493,0.137374,0.313131,0.549495,0.325253,0.208081,0.466667,2,0,0.148228
494,0.137097,0.312500,0.550403,0.326613,0.207661,0.465726,2,0,0.148171
495,0.136821,0.311871,0.551308,0.327968,0.207243,0.464789,2,0,0.148114
496,0.136546,0.311245,0.552209,0.329317,0.206827,0.463855,2,0,0.148056
497,0.136273,0.310621,0.553106,0.330661,0.206413,0.462926,2,0,0.147997
498,0.136000,0.310000,0.554000,0.332000,0.206000,0.462000,2,0,0.147938
499,0.135729,0.309381,0.554890,0.333333,0.205589,0.461078,2,0,0.147878
500,0.135458,0.308765,0.555777,0.334661,0.205179,0.460159,2,0,0.147817
501,0.135189,0.308151,0.556660,0.335984,0.204771,0.459245,2,0,0.147756
502,0.134921,0.307540,0.557540,0.337302,0.204365,0.458333,2,0,0.147693
503,0.134653,0.306931,0.558416,0.338614,0.203960,0.457426,2,0,0.147631
504,0.134387,0.306324,0.559289,0.339921,0.203557,0.456522,2,0,0.147567
505,0.134122,0.305720,0.560158,0.341223,0.203156,0.455621,2,0,0.147503
506,0.133858,0.305118,0.561024,0.342520,0.202756,0.454724,2,0,0.147438
507,0.133595,0.304519,0.561886,0.343811,0.202358,0.453831,2,0,0.147373
508,0.133333,0.303922,0.562745,0.345098,0.201961,0.452941,2,0,0.147307
509,0.133072,0.303327,0.563601,0.346380,0.201566,0.452055,2,0,0.147240
510,0.132812,0.302734,0.564453,0.347656,0.201172,0.451172,2,0,0.147173
511,0.132554,0.302144,0.565302,0.348928,0.200780,0.450292,2,0,0.147105
512,0.132296,0.301556,0.566148,0.350195,0.200389,0.449416,2,0,0.147037
513,0.132039,0.300971,0.566990,0.351456,0.200000,0.448544,2,0,0.146968
514,0.131783,0.300388,0.567829,0.352713,0.199612,0.447674,2,0,0.146898
515,0.131528,0.299807,0.568665,0.353965,0.199226,0.446809,2,0,0.146828
516,0.131274,0.299228,0.569498,0.355212,0.198842,0.445946,2,0,0.146757
517,0.131021,0.298651,0.570328,0.356455,0.198459,0.445087,2,0,0.146686
518,0.130769,0.298077,0.571154,0.357692,0.198077,0.444231,2,0,0.146614
519,0.130518,0.297505,0.571977,0.358925,0.197697,0.443378,2,0,0.146542
520,0.130268,0.296935,0.572797,0.360153,0.197318,0.442529,2,0,0.146469
521,0.130019,0.296367,0.573614,0.361377,0.196941,0.441683,2,0,0.146396
522,0.129771,0.295802,0.574427,0.362595,0.196565,0.440840,2,0,0.146322
523,0.129524,0.295238,0.575238,0.363810,0.196190,0.440000,2,0,0.146248
524,0.129278,0.294677,0.576046,0.365019,0.195817,0.439163,2,0,0.146173
525,0.129032,0.294118,0.576850,0.366224,0.195446,0.438330,2,0,0.146097
526,0.128788,0.293561,0.577652,0.367424,0.195076,0.437500,2,0,0.146022
527,0.128544,0.293006,0.578450,0.368620,0.194707,0.436673,2,0,0.145945
528,0.128302,0.292453,0.579245,0.369811,0.194340,0.435849,2,0,0.145869
529,0.128060,0.291902,0.580038,0.370998,0.193974,0.435028,2,0,0.145791
530,0.127820,0.291353,0.580827,0.372180,0.193609,0.434211,2,0,0.145714
531,0.127580,0.290807,0.581614,0.373358,0.193246,0.433396,2,0,0.145636
532,0.127341,0.290262,0.582397,0.374532,0.192884,0.432584,2,0,0.145557
533,0.127103,0.289720,0.583178,0.375701,0.192523,0.431776,2,0,0.145478
534,0.126866,0.289179,0.583955,0.376866,0.192164,0.430970,2,0,0.145399
535,0.126629,0.288641,0.584730,0.378026,0.191806,0.430168,2,0,0.145319
536,0.126394,0.288104,0.585502,0.379182,0.191450,0.429368,2,0,0.145239
537,0.126160,0.287570,0.586271,0.380334,0.191095,0.428571,2,0,0.145158
538,0.125926,0.287037,0.587037,0.381481,0.190741,0.427778,2,0,0.145077
539,0.125693,0.286506,0.587800,0.382625,0.190388,0.426987,2,0,0.144996
540,0.125461,0.285978,0.588561,0.383764,0.190037,0.426199,2,0,0.144914
541,0.125230,0.285451,0.589319,0.384899,0.189687,0.425414,2,0,0.144832
542,0.125000,0.284926,0.590074,0.386029,0.189338,0.424632,2,0,0.144749
543,0.124771,0.284404,0.590826,0.387156,0.188991,0.423853,2,0,0.144666
544,0.124542,0.283883,0.591575,0.388278,0.188645,0.423077,2,0,0.144583
545,0.124314,0.283364,0.592322,0.389397,0.188300,0.422303,2,0,0.144499
546,0.124088,0.282847,0.593066,0.390511,0.187956,0.421533,2,0,0.144415
547,0.123862,0.282332,0.593807,0.391621,0.187614,0.420765,2,0,0.144331
548,0.123636,0.281818,0.594545,0.392727,0.187273,0.420000,2,0,0.144246
549,0.123412,0.281307,0.595281,0.393829,0.186933,0.419238,2,0,0.144161
550,0.123188,0.280797,0.596014,0.394928,0.186594,0.418478,2,0,0.144076
551,0.122966,0.280289,0.596745,0.396022,0.186257,0.417722,2,0,0.143990
552,0.122744,0.279783,0.597473,0.397112,0.185921,0.416968,2,0,0.143904
553,0.122523,0.279279,0.598198,0.398198,0.185586,0.416216,2,0,0.143818
554,0.122302,0.278777,0.598921,0.399281,0.185252,0.415468,2,0,0.143731
555,0.122083,0.278276,0.599641,0.400359,0.184919,0.414722,2,0,0.143644
556,0.121864,0.277778,0.600358,0.401434,0.184588,0.413978,2,0,0.143557
557,0.121646,0.277281,0.601073,0.402504,0.184258,0.413238,2,0,0.143470
558,0.121429,0.276786,0.601786,0.403571,0.183929,0.412500,2,0,0.143382
559,0.121212,0.276292,0.602496,0.404635,0.183601,0.411765,2,0,0.143294
560,0.120996,0.275801,0.603203,0.405694,0.183274,0.411032,2,0,0.143205
561,0.120782,0.275311,0.603908,0.406750,0.182948,0.410302,2,0,0.143117
562,0.120567,0.274823,0.604610,0.407801,0.182624,0.409574,2,0,0.143028
563,0.120354,0.274336,0.605310,0.408850,0.182301,0.408850,2,0,0.142938
564,0.121908,0.273852,0.604240,0.409894,0.181979,0.408127,0,0,0.143049
565,0.123457,0.273369,0.603175,0.410935,0.181658,0.407407,0,0,0.143157
566,0.125000,0.272887,0.602113,0.411972,0.181338,0.406690,0,0,0.143264
567,0.126538,0.272408,0.601054,0.413005,0.181019,0.405975,0,0,0.143370
568,0.128070,0.271930,0.600000,0.414035,0.180702,0.405263,0,0,0.143473
569,0.129597,0.271454,0.598949,0.415061,0.180385,0.404553,0,0,0.143576
570,0.131119,0.270979,0.597902,0.416084,0.180070,0.403846,0,0,0.143676
571,0.132635,0.270506,0.596859,0.417103,0.179756,0.403141,0,0,0.143775
572,0.134146,0.270035,0.595819,0.418118,0.179443,0.402439,0,0,0.143872
573,0.135652,0.269565,0.594783,0.419130,0.179130,0.401739,0,0,0.143968
574,0.137153,0.269097,0.593750,0.420139,0.178819,0.401042,0,0,0.144063
575,0.138648,0.268631,0.592721,0.421144,0.178510,0.400347,0,0,0.144155
576,0.140138,0.268166,0.591696,0.422145,0.178201,0.399654,0,0,0.144247
577,0.141623,0.267703,0.590674,0.423143,0.177893,0.398964,0,0,0.144336
578,0.143103,0.267241,0.589655,0.424138,0.177586,0.398276,0,0,0.144425
579,0.144578,0.266781,0.588640,0.425129,0.177281,0.397590,0,0,0.144512
580,0.146048,0.266323,0.587629,0.426117,0.176976,0.396907,0,0,0.144597
581,0.147513,0.265866,0.586621,0.427101,0.176672,0.396226,0,0,0.144681
582,0.148973,0.265411,0.585616,0.428082,0.176370,0.395548,0,0,0.144764
583,0.150427,0.264957,0.584615,0.429060,0.176068,0.394872,0,0,0.144845
584,0.151877,0.264505,0.583618,0.430034,0.175768,0.394198,0,0,0.144925
585,0.153322,0.264055,0.582624,0.431005,0.175468,0.393526,0,0,0.145003
586,0.154762,0.263605,0.581633,0.431973,0.175170,0.392857,0,0,0.145080
587,0.156197,0.263158,0.580645,0.432937,0.174873,0.392190,0,0,0.145156
588,0.157627,0.262712,0.579661,0.433898,0.174576,0.391525,0,0,0.145230
589,0.159052,0.262267,0.578680,0.434856,0.174281,0.390863,0,0,0.145303
590,0.160473,0.261824,0.577703,0.435811,0.173986,0.390203,0,0,0.145374
591,0.161889,0.261383,0.576728,0.436762,0.173693,0.389545,0,0,0.145445
592,0.163300,0.260943,0.575758,0.437710,0.173401,0.388889,0,0,0.145514
593,0.164706,0.260504,0.574790,0.438655,0.173109,0.388235,0,0,0.145582
594,0.166107,0.260067,0.573826,0.439597,0.172819,0.387584,0,0,0.145648
595,0.167504,0.259631,0.572864,0.440536,0.172529,0.386935,0,0,0.145713
596,0.168896,0.259197,0.571906,0.441472,0.172241,0.386288,0,0,0.145777
597,0.170284,0.258765,0.570952,0.442404,0.171953,0.385643,0,0,0.145840
598,0.171667,0.258333,0.570000,0.443333,0.171667,0.385000,0,0,0.145901
599,0.173045,0.257903,0.569052,0.444260,0.171381,0.384359,0,0,0.145962
600,0.174419,0.257475,0.568106,0.445183,0.171096,0.383721,0,0,0.146021
601,0.175788,0.257048,0.567164,0.446103,0.170813,0.383085,0,0,0.146079
602,0.177152,0.256623,0.566225,0.447020,0.170530,0.382450,0,0,0.146135
603,0.178512,0.256198,0.565289,0.447934,0.170248,0.381818,0,0,0.146191
604,0.179868,0.255776,0.564356,0.448845,0.169967,0.381188,0,0,0.146245
605,0.181219,0.255354,0.563427,0.449753,0.169687,0.380560,0,0,0.146298
606,0.182566,0.254934,0.562500,0.450658,0.169408,0.379934,0,0,0.146350
607,0.183908,0.254516,0.561576,0.451560,0.169130,0.379310,0,0,0.146401
608,0.185246,0.254098,0.560656,0.452459,0.168852,0.378689,0,0,0.146451
609,0.186579,0.253682,0.559738,0.453355,0.168576,0.378069,0,0,0.146500
610,0.187908,0.253268,0.558824,0.454248,0.168301,0.377451,0,0,0.146548
611,0.189233,0.252855,0.557912,0.455139,0.168026,0.376835,0,0,0.146594
612,0.190554,0.252443,0.557003,0.456026,0.167752,0.376221,0,0,0.146639
613,0.191870,0.252033,0.556098,0.456911,0.167480,0.375610,0,0,0.146684
614,0.193182,0.251623,0.555195,0.457792,0.167208,0.375000,0,0,0.146727
615,0.194489,0.251216,0.554295,0.458671,0.166937,0.374392,0,0,0.146769
616,0.195793,0.250809,0.553398,0.459547,0.166667,0.373786,0,0,0.146811
617,0.197092,0.250404,0.552504,0.460420,0.166397,0.373183,0,0,0.146851
618,0.198387,0.250000,0.551613,0.461290,0.166129,0.372581,0,0,0.146890
619,0.199678,0.249597,0.550725,0.462158,0.165862,0.371981,0,0,0.146928
620,0.200965,0.249196,0.549839,0.463023,0.165595,0.371383,0,0,0.146965
621,0.202247,0.248796,0.548957,0.463884,0.165329,0.370787,0,0,0.147001
622,0.203526,0.248397,0.548077,0.464744,0.165064,0.370192,0,0,0.147037
623,0.204800,0.248000,0.547200,0.465600,0.164800,0.369600,0,0,0.147071
624,0.206070,0.247604,0.546326,0.466454,0.164537,0.369010,0,0,0.147104
625,0.207337,0.247209,0.545455,0.467305,0.164274,0.368421,0,0,0.147136
