iteration,p0_a1,p0_a2,p0_a3,p1_a1,p1_a2,p1_a3,br_p0,br_p1,full_exploitability
4114,0.181487,0.393100,0.425413,0.155248,0.267250,0.577502,2,0,0.141222
4115,0.181443,0.393005,0.425553,0.155453,0.267185,0.577362,2,0,0.141234
4116,0.181399,0.392909,0.425692,0.155658,0.267120,0.577222,2,0,0.141246
4117,0.181355,0.392814,0.425832,0.155863,0.267055,0.577082,2,0,0.141258
4118,0.181311,0.392718,0.425971,0.156068,0.266990,0.576942,2,0,0.141270
4119,0.181267,0.392623,0.426110,0.156273,0.266926,0.576802,2,0,0.141281
4120,0.181223,0.392528,0.426249,0.156477,0.266861,0.576662,2,0,0.141293
4121,0.181179,0.392433,0.426389,0.156682,0.266796,0.576522,2,0,0.141305
4122,0.181135,0.392338,0.426528,0.156887,0.266731,0.576382,2,0,0.141317
4123,0.181091,0.392242,0.426667,0.157091,0.266667,0.576242,2,0,0.141328
4124,0.181047,0.392147,0.426806,0.157295,0.266602,0.576103,2,0,0.141340
4125,0.181003,0.392052,0.426945,0.157499,0.266537,0.575963,2,0,0.141352
4126,0.180959,0.391957,0.427083,0.157703,0.266473,0.575824,2,0,0.141363
4127,0.180915,0.391862,0.427222,0.157907,0.266408,0.575684,2,0,0.141375
4128,0.180872,0.391768,0.427361,0.158111,0.266344,0.575545,2,0,0.141387
4129,0.180828,0.391673,0.427499,0.158315,0.266279,0.575405,2,0,0.141398
4130,0.180784,0.391578,0.427638,0.158519,0.266215,0.575266,2,0,0.141410
4131,0.180740,0.391483,0.427776,0.158722,0.266150,0.575127,2,0,0.141421
4132,0.180697,0.391388,0.427915,0.158926,0.266086,0.574988,2,0,0.141433
4133,0.180653,0.391294,0.428053,0.159129,0.266022,0.574849,2,0,0.141444
4134,0.180609,0.391199,0.428191,0.159333,0.265957,0.574710,2,0,0.141455
4135,0.180566,0.391105,0.428330,0.159536,0.265893,0.574571,2,0,0.141467
4136,0.180522,0.391010,0.428468,0.159739,0.265829,0.574432,2,0,0.141478
4137,0.180478,0.390916,0.428606,0.159942,0.265765,0.574293,2,0,0.141489
4138,0.180435,0.390821,0.428744,0.160145,0.265700,0.574155,2,0,0.141501
4139,0.180391,0.390727,0.428882,0.160348,0.265636,0.574016,2,0,0.141512
4140,0.180348,0.390633,0.429020,0.160550,0.265572,0.573877,2,0,0.141523
4141,0.180304,0.390538,0.429158,0.160753,0.265508,0.573739,2,0,0.141534
4142,0.180261,0.390444,0.429295,0.160956,0.265444,0.573600,2,0,0.141546
4143,0.180217,0.390350,0.429433,0.161158,0.265380,0.573462,2,0,0.141557
4144,0.180174,0.390256,0.429571,0.161360,0.265316,0.573324,2,0,0.141568
4145,0.180130,0.390162,0.429708,0.161563,0.265252,0.573185,2,0,0.141579
4146,0.180087,0.390068,0.429846,0.161765,0.265188,0.573047,2,0,0.141590
4147,0.180043,0.389973,0.429983,0.161967,0.265124,0.572909,2,0,0.141601
4148,0.180000,0.389880,0.430120,0.162169,0.265060,0.572771,2,0,0.141612
4149,0.179957,0.389786,0.430258,0.162371,0.264996,0.572633,2,0,0.141623
4150,0.179913,0.389692,0.430395,0.162572,0.264933,0.572495,2,0,0.141634
4151,0.179870,0.389598,0.430532,0.162774,0.264869,0.572357,2,0,0.141645
4152,0.179827,0.389504,0.430669,0.162975,0.264805,0.572220,2,0,0.141656
4153,0.179783,0.389410,0.430806,0.163177,0.264741,0.572082,2,0,0.141667
4154,0.179740,0.389317,0.430943,0.163378,0.264678,0.571944,2,0,0.141678
4155,0.179697,0.389223,0.431080,0.163580,0.264614,0.571807,2,0,0.141689
4156,0.179654,0.389129,0.431217,0.163781,0.264550,0.571669,2,0,0.141699
4157,0.179610,0.389036,0.431354,0.163982,0.264487,0.571532,2,0,0.141710
4158,0.179567,0.388942,0.431490,0.164183,0.264423,0.571394,2,0,0.141721
4159,0.179524,0.388849,0.431627,0.164384,0.264360,0.571257,2,0,0.141732
4160,0.179481,0.388755,0.431764,0.164584,0.264296,0.571120,2,0,0.141742
4161,0.179438,0.388662,0.431900,0.164785,0.264233,0.570982,2,0,0.141753
4162,0.179395,0.388569,0.432037,0.164986,0.264169,0.570845,2,0,0.141764
4163,0.179352,0.388475,0.432173,0.165186,0.264106,0.570708,2,0,0.141774
4164,0.179309,0.388382,0.432309,0.165386,0.264042,0.570571,2,0,0.141785
4165,0.179266,0.388289,0.432445,0.165587,0.263979,0.570434,2,0,0.141796
4166,0.179223,0.388196,0.432582,0.165787,0.263916,0.570298,2,0,0.141806
4167,0.179180,0.388103,0.432718,0.165987,0.263852,0.570161,2,0,0.141817
4168,0.179137,0.388010,0.432854,0.166187,0.263789,0.570024,2,0,0.141827
4169,0.179094,0.387917,0.432990,0.166387,0.263726,0.569887,2,0,0.141838
4170,0.179051,0.387824,0.433126,0.166587,0.263663,0.569751,2,0,0.141848
4171,0.179008,0.387731,0.433261,0.166786,0.263599,0.569614,2,0,0.141858
4172,0.178965,0.387638,0.433397,0.166986,0.263536,0.569478,2,0,0.141869
4173,0.178922,0.387545,0.433533,0.167186,0.263473,0.569341,2,0,0.141879
4174,0.178879,0.387452,0.433669,0.167385,0.263410,0.569205,2,0,0.141889
4175,0.178836,0.387359,0.433804,0.167584,0.263347,0.569069,2,0,0.141900
4176,0.178794,0.387267,0.433940,0.167784,0.263284,0.568933,2,0,0.141910
4177,0.178751,0.387174,0.434075,0.167983,0.263221,0.568796,2,0,0.141920
4178,0.178708,0.387081,0.434211,0.168182,0.263158,0.568660,2,0,0.141931
4179,0.178665,0.386989,0.434346,0.168381,0.263095,0.568524,2,0,0.141941
4180,0.178623,0.386896,0.434481,0.168580,0.263032,0.568388,2,0,0.141951
4181,0.178580,0.386804,0.434616,0.168778,0.262969,0.568252,2,0,0.141961
4182,0.178537,0.386711,0.434751,0.168977,0.262906,0.568117,2,0,0.141971
4183,0.178495,0.386619,0.434886,0.169176,0.262843,0.567981,2,0,0.141981
4184,0.178452,0.386527,0.435022,0.169374,0.262781,0.567845,2,0,0.141991
4185,0.178409,0.386434,0.435156,0.169572,0.262718,0.567710,2,0,0.142001
4186,0.178367,0.386342,0.435291,0.169771,0.262655,0.567574,2,0,0.142011
4187,0.178324,0.386250,0.435426,0.169969,0.262593,0.567439,2,0,0.142021
4188,0.178282,0.386158,0.435561,0.170167,0.262530,0.567303,2,0,0.142031
4189,0.178239,0.386065,0.435696,0.170365,0.262467,0.567168,2,0,0.142041
4190,0.178197,0.385973,0.435830,0.170563,0.262405,0.567032,2,0,0.142051
4191,0.178154,0.385881,0.435965,0.170761,0.262342,0.566897,2,0,0.142061
4192,0.178112,0.385789,0.436099,0.170959,0.262279,0.566762,2,0,0.142071
4193,0.178069,0.385697,0.436234,0.171156,0.262217,0.566627,2,0,0.142081
4194,0.178027,0.385605,0.436368,0.171354,0.262154,0.566492,2,0,0.142091
4195,0.177984,0.385513,0.436502,0.171551,0.262092,0.566357,2,0,0.142100
4196,0.177942,0.385422,0.436636,0.171748,0.262030,0.566222,2,0,0.142110
4197,0.177899,0.385330,0.436771,0.171946,0.261967,0.566087,2,0,0.142120
4198,0.177857,0.385238,0.436905,0.172143,0.261905,0.565952,2,0,0.142130
4199,0.177815,0.385146,0.437039,0.172340,0.261842,0.565818,2,0,0.142139
4200,0.177772,0.385055,0.437173,0.172537,0.261780,0.565683,2,0,0.142149
4201,0.177730,0.384963,0.437307,0.172734,0.261718,0.565548,2,0,0.142159
4202,0.177688,0.384872,0.437441,0.172931,0.261656,0.565414,2,0,0.142168
4203,0.177646,0.384780,0.437574,0.173127,0.261593,0.565279,2,0,0.142178
4204,0.177603,0.384689,0.437708,0.173324,0.261531,0.565145,2,0,0.142187
4205,0.177561,0.384597,0.437842,0.173520,0.261469,0.565011,2,0,0.142197
4206,0.177519,0.384506,0.437975,0.173717,0.261407,0.564876,2,0,0.142206
4207,0.177477,0.384414,0.438109,0.173913,0.261345,0.564742,2,0,0.142216
4208,0.177435,0.384323,0.438242,0.174109,0.261283,0.564608,2,0,0.142225
4209,0.177393,0.384232,0.438376,0.174305,0.261221,0.564474,2,0,0.142235
4210,0.177350,0.384141,0.438509,0.174501,0.261159,0.564340,2,0,0.142244
4211,0.177308,0.384049,0.438642,0.174697,0.261097,0.564206,2,0,0.142254
4212,0.177266,0.383958,0.438776,0.174893,0.261035,0.564072,2,0,0.142263
4213,0.177224,0.383867,0.438909,0.175089,0.260973,0.563938,2,0,0.142272
4214,0.177182,0.383776,0.439042,0.175285,0.260911,0.563805,2,0,0.142282
4215,0.177140,0.383685,0.439175,0.175480,0.260849,0.563671,2,0,0.142291
4216,0.177098,0.383594,0.439308,0.175676,0.260787,0.563537,2,0,0.142300
4217,0.177056,0.383503,0.439441,0.175871,0.260725,0.563404,2,0,0.142309
4218,0.177014,0.383412,0.439573,0.176066,0.260664,0.563270,2,0,0.142319
4219,0.176972,0.383321,0.439706,0.176262,0.260602,0.563137,2,0,0.142328
4220,0.176930,0.383231,0.439839,0.176457,0.260540,0.563003,2,0,0.142337
4221,0.176888,0.383140,0.439972,0.176652,0.260478,0.562870,2,0,0.142346
4222,0.176847,0.383049,0.440104,0.176847,0.260417,0.562737,2,0,0.142355
4223,0.176805,0.382959,0.440237,0.177041,0.260355,0.562604,2,0,0.142364
4224,0.176763,0.382868,0.440369,0.177236,0.260293,0.562470,2,0,0.142373
4225,0.176721,0.382777,0.440502,0.177431,0.260232,0.562337,2,0,0.142382
4226,0.176679,0.382687,0.440634,0.177625,0.260170,0.562204,2,0,0.142391
4227,0.176638,0.382596,0.440766,0.177820,0.260109,0.562071,2,0,0.142400
4228,0.176596,0.382506,0.440898,0.178014,0.260047,0.561939,2,0,0.142409
4229,0.176554,0.382416,0.441030,0.178208,0.259986,0.561806,2,0,0.142418
4230,0.176512,0.382325,0.441163,0.178403,0.259924,0.561673,2,0,0.142427
4231,0.176471,0.382235,0.441295,0.178597,0.259863,0.561540,2,0,0.142436
4232,0.176429,0.382145,0.441427,0.178791,0.259802,0.561408,2,0,0.142445
4233,0.176387,0.382054,0.441558,0.178985,0.259740,0.561275,2,0,0.142454
4234,0.176346,0.381964,0.441690,0.179178,0.259679,0.561143,2,0,0.142463
4235,0.176304,0.381874,0.441822,0.179372,0.259618,0.561010,2,0,0.142471
4236,0.176262,0.381784,0.441954,0.179566,0.259556,0.560878,2,0,0.142480
4237,0.176221,0.381694,0.442085,0.179759,0.259495,0.560745,2,0,0.142489
4238,0.176179,0.381604,0.442217,0.179953,0.259434,0.560613,2,0,0.142498
4239,0.176138,0.381514,0.442349,0.180146,0.259373,0.560481,2,0,0.142506
4240,0.176096,0.381424,0.442480,0.180339,0.259312,0.560349,2,0,0.142515
4241,0.176055,0.381334,0.442611,0.180533,0.259251,0.560217,2,0,0.142524
4242,0.176013,0.381244,0.442743,0.180726,0.259189,0.560085,2,0,0.142532
4243,0.175972,0.381154,0.442874,0.180919,0.259128,0.559953,2,0,0.142541
4244,0.175930,0.381065,0.443005,0.181112,0.259067,0.559821,2,0,0.142550
4245,0.175889,0.380975,0.443136,0.181304,0.259006,0.559689,2,0,0.142558
4246,0.175847,0.380885,0.443267,0.181497,0.258945,0.559557,2,0,0.142567
4247,0.175806,0.380795,0.443398,0.181690,0.258884,0.559426,2,0,0.142575
4248,0.175765,0.380706,0.443529,0.181882,0.258824,0.559294,2,0,0.142584
4249,0.175723,0.380616,0.443660,0.182075,0.258763,0.559163,2,0,0.142592
4250,0.175682,0.380527,0.443791,0.182267,0.258702,0.559031,2,0,0.142601
4251,0.175641,0.380437,0.443922,0.182459,0.258641,0.558900,2,0,0.142609
4252,0.175599,0.380348,0.444053,0.182652,0.258580,0.558768,2,0,0.142617
4253,0.175558,0.380259,0.444183,0.182844,0.258519,0.558637,2,0,0.142626
4254,0.175517,0.380169,0.444314,0.183036,0.258459,0.558506,2,0,0.142634
4255,0.175476,0.380080,0.444444,0.183228,0.258398,0.558374,2,0,0.142642
4256,0.175434,0.379991,0.444575,0.183419,0.258337,0.558243,2,0,0.142651
4257,0.175393,0.379901,0.444705,0.183611,0.258277,0.558112,2,0,0.142659
4258,0.175352,0.379812,0.444836,0.183803,0.258216,0.557981,2,0,0.142667
4259,0.175311,0.379723,0.444966,0.183994,0.258155,0.557850,2,0,0.142675
4260,0.175270,0.379634,0.445096,0.184186,0.258095,0.557719,2,0,0.142684
4261,0.175229,0.379545,0.445226,0.184377,0.258034,0.557589,2,0,0.142692
4262,0.175188,0.379456,0.445356,0.184568,0.257974,0.557458,2,0,0.142700
4263,0.175147,0.379367,0.445487,0.184760,0.257913,0.557327,2,0,0.142708
4264,0.175105,0.379278,0.445617,0.184951,0.257853,0.557196,2,0,0.142716
4265,0.175064,0.379189,0.445746,0.185142,0.257792,0.557066,2,0,0.142724
4266,0.175023,0.379100,0.445876,0.185333,0.257732,0.556935,2,0,0.142732
4267,0.174982,0.379011,0.446006,0.185524,0.257672,0.556805,2,0,0.142740
4268,0.174941,0.378923,0.446136,0.185714,0.257611,0.556674,2,0,0.142748
4269,0.174900,0.378834,0.446266,0.185905,0.257551,0.556544,2,0,0.142756
4270,0.174860,0.378745,0.446395,0.186096,0.257491,0.556414,2,0,0.142764
4271,0.174819,0.378657,0.446525,0.186286,0.257430,0.556284,2,0,0.142772
4272,0.174778,0.378568,0.446654,0.186476,0.257370,0.556153,2,0,0.142780
4273,0.174737,0.378480,0.446784,0.186667,0.257310,0.556023,2,0,0.142788
4274,0.174696,0.378391,0.446913,0.186857,0.257250,0.555893,2,0,0.142796
4275,0.174655,0.378303,0.447042,0.187047,0.257190,0.555763,2,0,0.142804
4276,0.174614,0.378214,0.447172,0.187237,0.257129,0.555633,2,0,0.142812
4277,0.174573,0.378126,0.447301,0.187427,0.257069,0.555504,2,0,0.142819
4278,0.174533,0.378037,0.447430,0.187617,0.257009,0.555374,2,0,0.142827
4279,0.174492,0.377949,0.447559,0.187807,0.256949,0.555244,2,0,0.142835
4280,0.174451,0.377861,0.447688,0.187996,0.256889,0.555114,2,0,0.142843
4281,0.174410,0.377773,0.447817,0.188186,0.256829,0.554985,2,0,0.142850
4282,0.174370,0.377684,0.447946,0.188375,0.256769,0.554855,2,0,0.142858
4283,0.174329,0.377596,0.448075,0.188565,0.256709,0.554726,2,0,0.142866
4284,0.174288,0.377508,0.448203,0.188754,0.256650,0.554596,2,0,0.142873
4285,0.174248,0.377420,0.448332,0.188943,0.256590,0.554467,2,0,0.142881
4286,0.174207,0.377332,0.448461,0.189132,0.256530,0.554338,2,0,0.142889
4287,0.174166,0.377244,0.448589,0.189322,0.256470,0.554208,2,0,0.142896
4288,0.174126,0.377156,0.448718,0.189510,0.256410,0.554079,2,0,0.142904
4289,0.174085,0.377068,0.448846,0.189699,0.256351,0.553950,2,0,0.142911
4290,0.174045,0.376980,0.448975,0.189888,0.256291,0.553821,2,0,0.142919
4291,0.174004,0.376893,0.449103,0.190077,0.256231,0.553692,2,0,0.142926
4292,0.173964,0.376805,0.449231,0.190265,0.256171,0.553563,2,0,0.142934
4293,0.173923,0.376717,0.449360,0.190454,0.256112,0.553434,2,0,0.142941
4294,0.173883,0.376629,0.449488,0.190642,0.256052,0.553305,2,0,0.142949
4295,0.173842,0.376542,0.449616,0.190831,0.255993,0.553177,2,0,0.142956
4296,0.173802,0.376454,0.449744,0.191019,0.255933,0.553048,2,0,0.142963
4297,0.173761,0.376367,0.449872,0.191207,0.255873,0.552919,2,0,0.142971
4298,0.173721,0.376279,0.450000,0.191395,0.255814,0.552791,2,0,0.142978
4299,0.173681,0.376192,0.450128,0.191583,0.255754,0.552662,2,0,0.142985
4300,0.173640,0.376104,0.450256,0.191771,0.255695,0.552534,2,0,0.142993
4301,0.173600,0.376017,0.450383,0.191959,0.255636,0.552405,2,0,0.143000
4302,0.173559,0.375929,0.450511,0.192147,0.255576,0.552277,2,0,0.143007
4303,0.173519,0.375842,0.450639,0.192334,0.255517,0.552149,2,0,0.143015
4304,0.173479,0.375755,0.450766,0.192522,0.255458,0.552020,2,0,0.143022
4305,0.173439,0.375668,0.450894,0.192710,0.255398,0.551892,2,0,0.143029
4306,0.173398,0.375580,0.451021,0.192897,0.255339,0.551764,2,0,0.143036
4307,0.173358,0.375493,0.451149,0.193084,0.255280,0.551636,2,0,0.143043
4308,0.173318,0.375406,0.451276,0.193271,0.255220,0.551508,2,0,0.143050
4309,0.173278,0.375319,0.451403,0.193459,0.255161,0.551380,2,0,0.143057
4310,0.173237,0.375232,0.451531,0.193646,0.255102,0.551252,2,0,0.143064
4311,0.173197,0.375145,0.451658,0.193833,0.255043,0.551125,2,0,0.143071
4312,0.173157,0.375058,0.451785,0.194019,0.254984,0.550997,2,0,0.143079
4313,0.173117,0.374971,0.451912,0.194206,0.254925,0.550869,2,0,0.143086
4314,0.173077,0.374884,0.452039,0.194393,0.254866,0.550741,2,0,0.143093
4315,0.173037,0.374797,0.452166,0.194580,0.254807,0.550614,2,0,0.143099
4316,0.172997,0.374711,0.452293,0.194766,0.254748,0.550486,2,0,0.143106
4317,0.172957,0.374624,0.452420,0.194953,0.254689,0.550359,2,0,0.143113
4318,0.172917,0.374537,0.452546,0.195139,0.254630,0.550231,2,0,0.143120
4319,0.172877,0.374450,0.452673,0.195325,0.254571,0.550104,2,0,0.143127
4320,0.172837,0.374364,0.452800,0.195511,0.254512,0.549977,2,0,0.143134
4321,0.172797,0.374277,0.452926,0.195697,0.254453,0.549850,2,0,0.143141
4322,0.172757,0.374191,0.453053,0.195883,0.254394,0.549722,2,0,0.143148
4323,0.172717,0.374104,0.453179,0.196069,0.254335,0.549595,2,0,0.143154
4324,0.172677,0.374018,0.453306,0.196255,0.254276,0.549468,2,0,0.143161
4325,0.172637,0.373931,0.453432,0.196441,0.254218,0.549341,2,0,0.143168
4326,0.172597,0.373845,0.453558,0.196627,0.254159,0.549214,2,0,0.143175
4327,0.172557,0.373758,0.453684,0.196812,0.254100,0.549088,2,0,0.143181
4328,0.172517,0.373672,0.453811,0.196998,0.254042,0.548961,2,0,0.143188
4329,0.172477,0.373586,0.453937,0.197183,0.253983,0.548834,2,0,0.143195
4330,0.172438,0.373500,0.454063,0.197368,0.253924,0.548707,2,0,0.143201
4331,0.172398,0.373413,0.454189,0.197554,0.253866,0.548581,2,0,0.143208
4332,0.172358,0.373327,0.454315,0.197739,0.253807,0.548454,2,0,0.143214
4333,0.172318,0.373241,0.454441,0.197924,0.253749,0.548328,2,0,0.143221
4334,0.172279,0.373155,0.454566,0.198109,0.253690,0.548201,2,0,0.143228
4335,0.172239,0.373069,0.454692,0.198294,0.253632,0.548075,2,0,0.143234
4336,0.172199,0.372983,0.454818,0.198479,0.253573,0.547948,2,0,0.143241
4337,0.172159,0.372897,0.454944,0.198663,0.253515,0.547822,2,0,0.143247
4338,0.172120,0.372811,0.455069,0.198848,0.253456,0.547696,2,0,0.143254
4339,0.172080,0.372725,0.455195,0.199032,0.253398,0.547570,2,0,0.143260
4340,0.172041,0.372639,0.455320,0.199217,0.253339,0.547444,2,0,0.143266
4341,0.172001,0.372554,0.455446,0.199401,0.253281,0.547318,2,0,0.143273
4342,0.171961,0.372468,0.455571,0.199586,0.253223,0.547192,2,0,0.143279
4343,0.171922,0.372382,0.455696,0.199770,0.253165,0.547066,2,0,0.143286
4344,0.171882,0.372296,0.455821,0.199954,0.253106,0.546940,2,0,0.143292
4345,0.171843,0.372211,0.455947,0.200138,0.253048,0.546814,2,0,0.143298
4346,0.171803,0.372125,0.456072,0.200322,0.252990,0.546688,2,0,0.143305
4347,0.171764,0.372040,0.456197,0.200506,0.252932,0.546562,2,0,0.143311
4348,0.171724,0.371954,0.456322,0.200690,0.252874,0.546437,2,0,0.143317
4349,0.171685,0.371869,0.456447,0.200873,0.252815,0.546311,2,0,0.143323
4350,0.171645,0.371783,0.456572,0.201057,0.252757,0.546186,2,0,0.143329
4351,0.171606,0.371698,0.456697,0.201241,0.252699,0.546060,2,0,0.143336
4352,0.171566,0.371612,0.456821,0.201424,0.252641,0.545935,2,0,0.143342
4353,0.171527,0.371527,0.456946,0.201607,0.252583,0.545809,2,0,0.143348
4354,0.171488,0.371442,0.457071,0.201791,0.252525,0.545684,2,0,0.143354
4355,0.171448,0.371356,0.457195,0.201974,0.252467,0.545559,2,0,0.143360
4356,0.171409,0.371271,0.457320,0.202157,0.252409,0.545434,2,0,0.143366
4357,0.171370,0.371186,0.457444,0.202340,0.252351,0.545309,2,0,0.143372
4358,0.171330,0.371101,0.457569,0.202523,0.252294,0.545183,2,0,0.143378
4359,0.171291,0.371016,0.457693,0.202706,0.252236,0.545058,2,0,0.143384
4360,0.171252,0.370931,0.457818,0.202889,0.252178,0.544934,2,0,0.143390
4361,0.171212,0.370846,0.457942,0.203071,0.252120,0.544809,2,0,0.143396
4362,0.171173,0.370761,0.458066,0.203254,0.252062,0.544684,2,0,0.143402
4363,0.171134,0.370676,0.458190,0.203436,0.252005,0.544559,2,0,0.143408
4364,0.171095,0.370591,0.458314,0.203619,0.251947,0.544434,2,0,0.143414
4365,0.171056,0.370506,0.458438,0.203801,0.251889,0.544310,2,0,0.143420
4366,0.171016,0.370421,0.458562,0.203984,0.251832,0.544185,2,0,0.143426
4367,0.170977,0.370336,0.458686,0.204166,0.251774,0.544060,2,0,0.143432
4368,0.170938,0.370252,0.458810,0.204348,0.251716,0.543936,2,0,0.143438
4369,0.170899,0.370167,0.458934,0.204530,0.251659,0.543811,2,0,0.143444
4370,0.170860,0.370082,0.459058,0.204712,0.251601,0.543687,2,0,0.143449
4371,0.170821,0.369998,0.459181,0.204894,0.251544,0.543563,2,0,0.143455
4372,0.170782,0.369913,0.459305,0.205075,0.251486,0.543439,2,0,0.143461
4373,0.170743,0.369829,0.459429,0.205257,0.251429,0.543314,2,0,0.143467
4374,0.170704,0.369744,0.459552,0.205439,0.251371,0.543190,2,0,0.143472
4375,0.170665,0.369660,0.459676,0.205620,0.251314,0.543066,2,0,0.143478
4376,0.170626,0.369575,0.459799,0.205802,0.251256,0.542942,2,0,0.143484
4377,0.170587,0.369491,0.459922,0.205983,0.251199,0.542818,2,0,0.143489
4378,0.170548,0.369406,0.460046,0.206164,0.251142,0.542694,2,0,0.143495
4379,0.170509,0.369322,0.460169,0.206346,0.251084,0.542570,2,0,0.143501
4380,0.170470,0.369238,0.460292,0.206527,0.251027,0.542446,2,0,0.143506
4381,0.170431,0.369154,0.460415,0.206708,0.250970,0.542323,2,0,0.143512
4382,0.170392,0.369069,0.460538,0.206889,0.250912,0.542199,2,0,0.143517
4383,0.170353,0.368985,0.460661,0.207070,0.250855,0.542075,2,0,0.143523
4384,0.170315,0.368901,0.460784,0.207250,0.250798,0.541952,2,0,0.143528
4385,0.170276,0.368817,0.460907,0.207431,0.250741,0.541828,2,0,0.143534
4386,0.170237,0.368733,0.461030,0.207612,0.250684,0.541705,2,0,0.143539
4387,0.170198,0.368649,0.461153,0.207792,0.250627,0.541581,2,0,0.143545
4388,0.170159,0.368565,0.461276,0.207973,0.250569,0.541458,2,0,0.143550
4389,0.170121,0.368481,0.461398,0.208153,0.250512,0.541335,2,0,0.143556
4390,0.170082,0.368397,0.461521,0.208333,0.250455,0.541211,2,0,0.143561
4391,0.170043,0.368313,0.461644,0.208514,0.250398,0.541088,2,0,0.143567
4392,0.170005,0.368229,0.461766,0.208694,0.250341,0.540965,2,0,0.143572
4393,0.169966,0.368146,0.461889,0.208874,0.250284,0.540842,2,0,0.143577
4394,0.169927,0.368062,0.462011,0.209054,0.250227,0.540719,2,0,0.143583
4395,0.169889,0.367978,0.462133,0.209234,0.250171,0.540596,2,0,0.143588
4396,0.169850,0.367894,0.462256,0.209413,0.250114,0.540473,2,0,0.143593
4397,0.169811,0.367811,0.462378,0.209593,0.250057,0.540350,2,0,0.143598
4398,0.169773,0.367727,0.462500,0.209773,0.250000,0.540227,2,0,0.143604
4399,0.169734,0.367644,0.462622,0.209952,0.249943,0.540105,2,0,0.143609
4400,0.169696,0.367560,0.462744,0.210132,0.249886,0.539982,2,0,0.143614
4401,0.169657,0.367477,0.462866,0.210311,0.249830,0.539859,2,0,0.143619
4402,0.169619,0.367393,0.462988,0.210490,0.249773,0.539737,2,0,0.143624
4403,0.169580,0.367310,0.463110,0.210670,0.249716,0.539614,2,0,0.143630
4404,0.169542,0.367227,0.463232,0.210849,0.249660,0.539492,2,0,0.143635
4405,0.169503,0.367143,0.463354,0.211028,0.249603,0.539369,2,0,0.143640
4406,0.169465,0.367060,0.463475,0.211207,0.249546,0.539247,2,0,0.143645
4407,0.169426,0.366977,0.463597,0.211386,0.249490,0.539125,2,0,0.143650
4408,0.169388,0.366893,0.463719,0.211565,0.249433,0.539002,2,0,0.143655
4409,0.169349,0.366810,0.463840,0.211743,0.249377,0.538880,2,0,0.143660
4410,0.169311,0.366727,0.463962,0.211922,0.249320,0.538758,2,0,0.143665
4411,0.169273,0.366644,0.464083,0.212101,0.249264,0.538636,2,0,0.143670
4412,0.169234,0.366561,0.464205,0.212279,0.249207,0.538514,2,0,0.143675
4413,0.169196,0.366478,0.464326,0.212458,0.249151,0.538392,2,0,0.143680
4414,0.169158,0.366395,0.464447,0.212636,0.249094,0.538270,2,0,0.143685
4415,0.169119,0.366312,0.464569,0.212814,0.249038,0.538148,2,0,0.143690
4416,0.169081,0.366229,0.464690,0.212992,0.248981,0.538026,2,0,0.143695
4417,0.169043,0.366146,0.464811,0.213170,0.248925,0.537905,2,0,0.143700
4418,0.169005,0.366063,0.464932,0.213348,0.248869,0.537783,2,0,0.143704
4419,0.168966,0.365981,0.465053,0.213526,0.248812,0.537661,2,0,0.143709
4420,0.168928,0.365898,0.465174,0.213704,0.248756,0.537540,2,0,0.143714
4421,0.168890,0.365815,0.465295,0.213882,0.248700,0.537418,2,0,0.143719
4422,0.168852,0.365732,0.465416,0.214060,0.248644,0.537297,2,0,0.143724
4423,0.168814,0.365650,0.465537,0.214237,0.248588,0.537175,2,0,0.143728
4424,0.168775,0.365567,0.465657,0.214415,0.248531,0.537054,2,0,0.143733
4425,0.168737,0.365485,0.465778,0.214592,0.248475,0.536932,2,0,0.143738
4426,0.168699,0.365402,0.465899,0.214770,0.248419,0.536811,2,0,0.143743
4427,0.168661,0.365319,0.466019,0.214947,0.248363,0.536690,2,0,0.143747
4428,0.168623,0.365237,0.466140,0.215124,0.248307,0.536569,2,0,0.143752
4429,0.168585,0.365155,0.466260,0.215301,0.248251,0.536448,2,0,0.143757
4430,0.168547,0.365072,0.466381,0.215478,0.248195,0.536327,2,0,0.143761
4431,0.168509,0.364990,0.466501,0.215655,0.248139,0.536206,2,0,0.143766
4432,0.168471,0.364908,0.466622,0.215832,0.248083,0.536085,2,0,0.143770
4433,0.168433,0.364825,0.466742,0.216009,0.248027,0.535964,2,0,0.143775
4434,0.168395,0.364743,0.466862,0.216186,0.247971,0.535843,2,0,0.143779
4435,0.168357,0.364661,0.466982,0.216362,0.247915,0.535722,2,0,0.143784
4436,0.168319,0.364579,0.467102,0.216539,0.247859,0.535602,2,0,0.143789
4437,0.168281,0.364497,0.467222,0.216715,0.247804,0.535481,2,0,0.143793
4438,0.168243,0.364414,0.467342,0.216892,0.247748,0.535360,2,0,0.143798
4439,0.168205,0.364332,0.467462,0.217068,0.247692,0.535240,2,0,0.143802
4440,0.168167,0.364250,0.467582,0.217244,0.247636,0.535119,2,0,0.143806
4441,0.168130,0.364168,0.467702,0.217421,0.247580,0.534999,2,0,0.143811
4442,0.168092,0.364086,0.467822,0.217597,0.247525,0.534878,2,0,0.143815
4443,0.168054,0.364004,0.467942,0.217773,0.247469,0.534758,2,0,0.143820
4444,0.168016,0.363923,0.468061,0.217949,0.247413,0.534638,2,0,0.143824
